82695074	3
100882257	3
478578144	3
169327115	3
112025306	3
183203965	3
182059696	3
44761169	3
202491557	3
346808194	3
228569830	3
23347238	3
442073846	3
133082907	3
426763685	3
221408313	3
355311244	3
481861864	3
463556256	3
316563094	3
255682811	3
276114342	3
200291150	3
65803361	3
155998375	3
240965946	3
118521732	3
326286165	3
154920438	3
42023216	3
175782588	3
164866869	3
215187860	3
45099817	3
307498629	3
112539602	3
79093257	3
68084171	3
341220968	3
124881511	3
170842695	3
502596064	3
303371747	3
316769741	3
109133781	3
69692482	3
114997061	3
379966339	3
65041886	3
237904687	3
323314327	3
25876063	3
80248993	3
95274642	3
167974560	3
29880181	3
100474376	3
340291701	3
155257327	3
16449916	3
157862819	3
517014446	3
184946624	3
82186462	3
51158143	3
142060616	3
68814648	3
346969422	3
234773560	3
62859544	3
255860487	3
453220226	3
38880531	3
104076837	3
240175228	3
69943001	3
257650870	3
299999572	3
48681453	3
114128461	3
205346825	3
202908835	3
196138402	3
45827789	3
215665287	3
146351657	3
184025301	3
271567410	3
468029148	3
64626238	3
44050715	3
212251275	3
383875212	3
373774812	3
272719696	3
499691472	3
182345139	3
199085364	3
274878735	3
117939259	3
113560950	3
245706658	3
428648840	3
237768143	3
448280498	3
449446397	3
241714370	3
265629705	3
272724331	3
435438228	3
262738167	3
25770906	3
508239709	3
58595688	3
14928232	3
184032772	3
388261895	3
61656855	3
273411546	3
57696708	3
39430635	3
281521152	3
63072572	3
218343498	3
198643607	3
72215677	3
254843450	3
326615825	3
148425615	3
183561483	3
127963139	3
84703718	3
177974099	3
199888330	3
99661863	3
317094507	3
75923638	3
252747473	3
115617219	3
257951184	3
30803120	3
320516383	3
98613561	3
67704406	3
495981070	3
166883174	3
226965498	3
157732967	3
407171256	3
54506408	3
119711217	3
132548642	3
115912650	3
396383933	3
148468621	3
44009229	3
230520711	3
274500877	3
237016157	3
95161740	3
294410500	3
238171834	3
35119637	3
231900756	3
280072359	3
456916367	3
197998921	3
405872115	3
365523753	3
67681874	3
147595585	3
102756017	3
281640622	3
76758001	3
471567731	3
192062144	3
76072704	3
65135112	3
48754709	3
171079396	3
375201084	3
342058586	3
282336054	3
228333080	3
144728516	3
100513149	3
71987717	3
227516842	3
210403572	3
256784739	3
63370598	3
340785543	3
352876081	3
129918604	3
191177447	3
357400797	3
299039445	3
533109631	3
271861662	3
236079693	3
245212577	3
161162485	3
259583308	3
99122216	3
301626438	3
20214708	3
84064930	3
69262347	3
53005766	3
41234925	3
101476363	3
317461012	3
36308056	3
181937036	3
64618665	3
60761944	3
159855333	3
162929817	3
135351912	3
103549370	3
386894067	3
190342860	3
63403672	3
147763512	3
249951728	3
157779205	3
18641921	3
45134985	3
267951976	3
111468067	3
91793078	3
39920519	3
158744957	3
42881516	3
24772321	3
149821133	3
260876501	3
626730360	3
536021490	3
239118951	3
116494885	3
149188001	3
319308198	3
6073322	3
240497365	3
293649781	3
58384784	3
67690715	3
144356492	3
279034627	3
75115254	3
283581923	3
517827075	3
183109469	3
99480681	3
61607971	3
72008545	3
261817196	3
22619886	3
566777372	3
43622985	3
281229887	3
40524962	3
251637314	3
340617018	3
374241451	3
271261176	3
234164421	3
135076652	3
148415411	3
53266484	3
221836441	3
35014851	3
29676468	3
90406104	3
478361771	3
175822095	3
57692632	3
207774003	3
436170391	3
132055145	3
110295715	3
55312777	3
286403552	3
111166352	3
115713180	3
68558039	3
60842676	3
553427428	3
45147967	3
220621651	3
354899768	3
185657434	3
155723652	3
154335285	3
96475542	3
537639750	3
359673368	3
399853933	3
52353853	3
384625379	3
109897186	3
27183151	3
450139568	3
249240299	3
122705503	3
265033205	3
375914591	3
342641340	3
151082548	3
61567259	3
123167566	3
541257332	3
50841407	3
27711601	3
107820399	3
24043608	3
270597621	3
362902896	3
94446587	3
143466010	3
55901803	3
59794263	3
15451394	3
131222225	3
292281604	3
22228981	3
255204918	3
323544999	3
285575385	3
292101891	3
66669158	3
337267842	3
153874264	3
159978085	3
158986437	3
315363773	3
240130591	3
397209536	3
434338398	3
234085085	3
105574162	3
199772059	3
76406721	3
566587894	3
223974353	3
49708556	3
122891995	3
235824526	3
286390064	3
83682427	3
172888523	3
401706394	3
56260425	3
57839183	3
65848128	3
250062109	3
148349307	3
29034015	3
31406267	3
95631100	3
251123158	3
39754375	3
131637824	3
36590837	3
58751034	3
58118863	3
91026808	3
118357614	3
112347188	3
230763382	3
78787440	3
377784671	3
415015067	3
80366541	3
398850971	3
292006014	3
361200638	3
63526609	3
165513025	3
36553053	3
164539856	3
133945740	3
366742104	3
237233228	3
312961603	3
230620453	3
236392134	3
161127686	3
18854059	3
187509528	3
110514498	3
25472388	3
60435855	3
184581754	3
72998183	3
3249	3
161419563	3
546345054	3
275826574	3
377355681	3
279286213	3
132476255	3
83896243	3
169677322	3
227937934	3
337276735	3
24338854	3
169946013	3
432826114	3
131657481	3
370695447	3
79980196	3
80728207	3
27676577	3
161274061	3
342694333	3
394535633	3
95686167	3
378736955	3
45038899	3
445839117	3
119758289	3
220149359	3
298475724	3
321470610	3
37861068	3
224518448	3
96715481	3
305410421	3
311579812	3
92685269	3
367645294	3
255751476	3
415108964	3
