user_id	trackcount
103285081	4
103286261	1
103286441	2
103290456	1
103302639	4
103303104	1
103304285	1
103304921	1
103306145	1
103307931	6
103314618	2
103318922	2
103322156	1
103323784	3
103325925	1
103328662	1
103331862	10
103332002	1
103332356	2
103333405	13
103333478	1
103337682	1
103339328	2
103342622	2
103345501	7
103345505	2
103345823	2
103349904	14
103356767	1
103357467	1
103357560	2
103359798	1
103360959	1
103363346	3
103366455	1
103368941	1
103372192	2
103373759	1
103375789	1
103377175	1
103378292	3
103385496	13
103385881	1
103393949	2
103396034	1
103398194	1
103398308	1
103402146	6
103410445	1
103412591	1
103416293	15
103416821	4
103421151	1
103421852	9
103424327	2
103424542	1
103425424	3
103429349	1
103433693	3
103436312	1
103438188	2
103438937	4
103439765	3
103440533	1
103443539	7
103443949	1
103447658	3
103448856	1
103450008	1
103453658	1
103455480	1
103456357	2
103456753	43
103459441	2
103461906	1
103469233	2
103471005	1
103474383	2
103476339	1
103478587	1
103479041	5
103479356	1
103488102	1
103490854	1
103490902	2
103491732	2
103492026	2
103494240	1
103495367	7
103498946	8
103499754	1
103499768	1
103503411	2
103503589	3
103505566	5
103505881	1
103515903	14
103516326	1
103523095	1
103523368	1
103523444	4
103524053	2
103531714	1
103534898	1
103537187	1
103537318	3
103537494	1
103542278	4
103543979	1
103544846	1
103549370	3
103550167	2
103551921	2
103553261	1
103554215	1
103554667	4
103555461	1
103556838	2
103561007	1
103563068	4
103566335	2
103571234	9
103572034	2
103579657	4
103583255	2
103592574	2
103592637	1
103593951	1
103595034	19
103598216	2
103603402	2
103611005	10
103611762	1
103620311	1
103620609	1
103621370	3
103622304	11
103623426	1
103627073	1
103633971	2
103634449	2
103636387	1
103644881	1
103646605	1
103647573	9
103655149	2
103655413	1
103657588	1
103661402	8
103661982	70
103662464	3
103664438	6
103665476	2
103667529	1
103670233	1
103673229	6
103675158	1
103676029	3
103676474	1
103678076	2
103683603	1
103684001	1
10368562	2
103690593	5
103691778	2
103695468	4
103698617	1
103699962	1
103701360	2
103702379	1
103704580	1
103704615	1
103706363	1
103706528	2
103708599	1
103712804	1
103717169	1
103717533	7
103718949	1
103718995	1
103721981	1
103726951	1
103729684	3
103729960	1
103730195	2
103731460	14
103731853	2
103735485	1
103736845	1
103740085	4
103743005	2
103744509	1
103745972	1
103747040	3
103749606	1
103752627	2
103753215	1
103754730	1
103754886	1
10375542	1
103760265	1
103763221	1
103763690	1
103763760	4
103763957	1
103764192	2
103765679	8
103769951	12
103772805	1
103773508	2
103777177	1
103779611	2
103780697	1
103784318	2
103785788	6
103786783	1
103787172	1
103798044	1
103799712	6
103800063	2
103805762	1
103806014	16
103806215	2
10380672	1
103811458	2
103820176	13
103821694	5
103825435	1
103828322	1
103828484	1
103830744	1
103835203	4
103839850	1
103847640	4
103847660	10
103849668	1
103850313	2
103862169	1
103873904	1
103875613	1
103883564	1
103885795	2
103887040	3
103888315	3
103888404	1
103890176	17
103891583	1
103893503	1
103893537	5
103898364	1
103909477	1
103911439	1
103913438	2
103915375	2
103918628	3
103920991	127
103921701	3
103921825	1
103923243	1
103933253	1
103933665	1
103933766	1
103934749	9
10393812	2
103941043	8
103945105	2
103945116	10
103957378	1
103957431	4
103958912	4
103960744	1
103961064	1
103965274	2
103968374	1
103970146	21
103974746	1
103975864	1
103977637	1
103979383	6
103979723	1
103980322	1
103982951	1
103984893	28
103985058	1
103987960	1
103992679	16
103995111	2
103996699	4
103999784	1
104003179	1
104007511	1
104015540	2
104016673	8
104017630	1
104021729	1
104022473	2
104026608	1
104027888	1
104029081	1
104031052	4
104033870	1
104036367	1
104037053	23
104040637	1
104040830	17
104043337	1
104043883	14
104045723	1
104049203	1
104056908	1
104060317	2
104062681	1
104062903	1
104063786	1
104063949	13
104064111	2
104067054	2
104067494	1
104073579	1
104073943	2
104074225	2
104076753	2
104076837	3
104079822	3
104079909	5
104084384	4
104087184	1
104088961	8
104089051	2
104091876	1
104091935	2
104093165	3
104095497	2
104095634	4
104098822	2
104104323	1
104107769	3
104109463	1
104110799	3
104115495	2
104116556	1
104117886	1
10411962	2
104119863	3
104121256	2
104126422	10
10412742	1
104134466	1
104138077	1
104142687	2
104151733	1
104155232	2
104158853	2
104162853	1
104168033	3
104169109	1
104170235	3
104174972	6
104180330	1
104181051	10
104182761	6
104188804	1
104191462	2
104195144	1
104199887	12
104201202	12
104201267	1
104202764	2
104207687	1
104209198	1
104209352	3
104214852	11
104221375	1
104221416	2
104221444	9
104223101	1
104223386	1
104223661	1
104226487	2
104229368	2
104244302	1
104249576	1
104252591	1
104255028	1
104256160	1
104257153	2
104257504	2
104262985	2
104263330	1
104264014	1
104264978	7
104269965	1
104275407	10
104277013	3
104279932	5
104285318	6
104290748	1
104291658	1
104293087	1
104296556	2
104298869	2
104303432	4
104304217	8
104312986	1
104313390	4
104322030	4
104322100	7
104327461	1
104330252	2
104334017	1
104335314	1
104336170	3
104339060	1
104349870	3
104352349	1
104352449	1
104355273	4
104356464	1
104357273	3
104358297	1
104359824	1
104362862	1
104363592	2
104364025	1
104366104	5
104368378	1
104376832	3
104379122	1
104379633	2
104380380	2
104380959	13
104383057	1
104383653	1
104385259	9
104385641	1
104387222	1
104387685	1
104392219	1
104392522	1
104393157	1
104394803	10
104397122	6
104398846	1
104399344	6
10440	101
104400841	1
104414303	13
104416118	1
104416818	1
104419277	1
104421993	1
104422520	1
104431268	2
104435398	1
104438816	1
104439719	5
104441738	11
104444089	1
104462951	1
104463248	16
104464661	2
104471048	1
104472493	2
104475177	5
104476394	6
104485163	1
104485814	1
104486553	7
104486632	1
104488194	3
104490088	1
104490510	1
104490953	1
104496552	1
104497342	5
104498663	8
104498965	1
104503114	1
104505413	1
104508634	1
10451082	2
104513226	1
104514775	1
104515228	1
104521127	6
104522342	81
104525506	1
104532286	5
104533412	1
104540133	7
104544663	6
104549672	5
104553324	1
104555518	1
104556819	1
104558728	1
104558818	1
104562264	1
104566168	1
104567414	1
104568525	11
104580401	30
104581695	1
104583540	1
104586754	2
104587712	1
104592314	1
104593156	1
104593900	3
104594079	7
104595445	1
104596173	1
104596817	2
104600453	1
104600587	1
104601334	1
104605852	1
10461152	2
104611861	1
104613226	1
104613337	1
104617588	1
104617758	2
104620199	4
104620301	1
104625733	4
104628115	16
104630277	3
104631902	1
104634291	2
104634858	1
104636476	2
104637425	1
104641516	1
104647864	1
104649049	1
104649430	1
104655055	3
104655150	1
104659511	1
104661828	1
104666688	1
104673258	1
104675449	2
104676584	2
104682504	1
104682535	2
104684424	15
104686278	1
104686420	1
104693572	2
104694861	3
104696471	11
104698418	1
104700477	3
104701798	1
104704999	4
104710469	2
104710663	1
104717878	1
104717898	1
104718519	1
104728947	1
104730470	1
104732249	1
104733777	3
104734520	40
104735032	4
104741610	1
104745035	2
104746028	2
104746741	2
104750938	2
104751648	1
104760806	8
104762773	1
104774325	1
104777103	2
104780872	2
104781864	8
104785732	3
104788342	2
104791497	8
104796307	4
104797559	1
104798283	4
104799175	27
104804040	15
104804995	1
104806396	1
104807076	1
104809521	1
104815024	1
104815469	1
104818399	1
104820043	1
104821415	2
104823536	3
104824745	1
104825517	4
104828241	1
104832473	1
104832893	9
104835395	5
104841528	4
104847364	1
104849733	3
104856739	1
104859195	1
104863467	1
104863654	1
104868065	1
104869304	1
104869854	1
104874398	1
104878939	1
104883434	2
104885115	4
104886902	2
104887366	1
104889260	1
104892773	10
104895994	1
104898831	1
104902316	1
104904582	1
104905465	5
104906460	1
104908013	2
104910840	1
104910950	5
104911355	1
104920738	2
104920934	2
104923620	1
104923958	1
104931756	19
104937500	2
104940843	15
104941226	1
104945057	4
104946599	1
104947925	1
104950861	1
104951989	3
104954917	2
104955744	5
104957225	3
104957578	1
104964216	2
104964329	1
104966490	4
104968878	1
104971262	5
10497342	1
104975071	3
104977709	34
104977969	5
104982380	1
104986227	2
104989115	42
104990330	1
104991892	1
104993505	2
104995159	6
104995686	1
105000058	1
105001088	4
105001873	1
105003017	1
105003875	1
105004570	1
105004827	1
105011154	17
105012446	2
105013477	3
105014502	2
105018255	1
105026214	1
105027168	1
105028315	2
105032590	4
105032969	2
105035200	6
105035284	9
105036626	1
105038627	3
105039914	1
105046724	1
105049068	1
105052458	5
105055875	1
105056175	2
105058392	3
105059538	1
105059598	8
105062328	2
105062504	1
105066398	1
105067391	1
105069631	1
105070714	1
105073850	1
105077872	1
105077875	1
105078171	3
105078758	3
105079362	1
105080341	1
105083163	3
105083438	1
105089775	12
105090982	2
105106176	1
105108478	1
10511132	1
105116071	1
105120698	1
105128138	1
105133627	1
105134348	10
105134673	1
105135527	4
105135878	17
105136495	8
105137757	7
105141365	1
105142157	4
105146207	1
105148088	4
105150480	10
105154008	1
105157157	1
105160763	2
105164724	1
105173518	3
105175741	1
105176643	3
105178806	2
105179155	1
105183302	2
105184292	1
105184668	1
105188388	3
105190709	1
105193179	1
105193666	1
105194655	6
105195584	30
105205662	1
105205933	1
105207606	3
105208596	1
105214480	15
105218337	1
105218357	7
105219666	1
105224481	3
105224976	2
105226801	3
105227078	2
105227273	1
105228318	1
105229488	6
105231662	1
105237992	1
105242762	5
105244571	1
105245771	8
105250544	10
105252698	3
105253383	1
105253419	2
105253589	23
105256002	2
10526082	1
105263709	1
105265363	19
105271515	1
105272986	1
105274314	2
105276163	2
105281564	1
105284729	2
105299776	1
105305193	1
105305446	2
105306312	4
105307973	1
105308382	3
105316236	1
105319961	11
105322084	4
105326446	1
105327656	1
105328251	1
105328525	1
105329691	5
105341463	1
105345106	12
105345171	2
105347315	1
105347459	1
105348899	15
105349135	1
105354878	1
105355617	1
105358693	1
105359011	3
105362190	2
105365845	5
105370201	2
105370685	1
105371549	1
105371550	1
105375660	1
105375740	2
105375914	1
105385027	1
105385939	1
105393831	6
105397502	2
105397629	2
105397958	4
105399005	1
105400174	1
105401105	4
105401370	1
105401651	1
105403234	1
105405968	2
105406707	3
105408230	1
105412459	1
105413280	7
105414856	19
105415519	1
105417234	1
105423862	1
105426444	1
105426888	6
105428625	1
105433137	1
105441321	2
105441652	1
105445350	4
105448345	2
105450815	1
105452224	2
105452616	5
105455468	1
105455744	1
105460294	2
105460440	6
105481093	1
105482134	1
105482614	2
105483817	1
105488161	1
105488424	2
105488557	5
105488822	1
105493037	14
105493844	1
105500670	1
105504483	3
105504986	1
105514288	3
105516126	1
105517587	2
105519559	1
105520083	4
105525430	4
105530236	33
105530630	1
105530933	1
105533528	15
105535502	4
105538650	1
105547049	1
105547448	2
105549159	4
105549411	1
105549427	1
105555656	9
105563495	2
105567943	6
105571016	1
105571953	2
105572159	1
105572579	2
105573038	3
105574162	3
105574552	13
105578169	1
105580498	1
105580971	5
105581022	2
105585606	1
105587490	1
105588763	2
105591222	2
10559742	1
105599162	3
105601322	1
105606994	5
105607443	1
105610811	5
105613095	1
105614055	1
